web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-419","https://knightconnect.campuslabs.com/engage/organizations","","M","Multicultural Academic and Support Services (MASS) assists multicultural and first-generation students."
"1523568745-276","https://knightconnect.campuslabs.com/engage/organizations","","G","The mission of the Geospatial Information Society is to foster a social and educational environment for all majors interested in the discussion and application of Geographic Information Systems."
"1523568745-277","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6827bf5f-cb93-482d-ab67-3a981401b39f6f085a65-7908-4265-a712-5666c3f9f452.JPG?preset=small-sq","Glee Club at UCF","We are UCF's one and only show choir. We perform songs of every genre for local events both on and off campus. We also  perform for non-profit organizations. Our show choir is a mixture of talented singers, dancers and instrumentalists."
"1523568745-305","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/44dbd543-a5db-4392-ace9-45c0e19335259489abb6-b1ed-4cb1-afd1-8cc4f8c95eed.jpg?preset=small-sq","Holistic Healing Organization","This club's mission is to bring holistic/naturalistic medicine to UCF, and share with students the benefits of this type of healing."
"1523568745-531","https://knightconnect.campuslabs.com/engage/organizations","","R","Knights Racquetball is one of UCF's newest sports club. It is a community where students of all skill levels can learn, play, compete, and have fun in the sport of racquetball. Members attend tri-weekly practices in the RWC, compete on a ladder system ..."
"1523568745-201","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/da153c7f-ae66-419a-9b1a-778eb36397dfbc400901-8bf6-4b6d-a3fd-94af56123560.jpg?preset=small-sq","Couples for Christ- Singles for Christ Campus Based at UCF","Singles for Christ is the next generation of Couples for Christ, empowered by the Holy Spirit to journey and witness with single men and women in their discovery and pursuit of vocations and the fullness of the mission towards building a Christ centered"
"1523568745-272","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d66fd4dc-b163-45af-9d85-44909380211b172fb1de-bb6e-4c08-aae0-1f57dd9985ac.jpg?preset=small-sq","Gaming Knights","To facilitate the interests of the gaming community in the UCF area by hosting gaming competitions, providing forums for discussion of shared interests, and organizing sports teams."
"1523568745-340","https://knightconnect.campuslabs.com/engage/organizations","","K","♦	To unite college men of culture, patriotism, and honor in a bond of Fraternity;
♦	To encourage honorable achievement in every field of human endeavor;
♦	To promote the spiritual, social, intellectual, and moral welfare of members;"
"1523568745-587","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1ee7f0ec-18f6-48b8-99d5-f9cacc9e943f8bf15231-b293-4fd8-9188-c86c01fec1eb.png?preset=small-sq","Society of Hispanic Professional Engineers","To promote the development of Hispanics in engineering, science and other technical professions; To achieve educational excellence, economic opportunity and social equity; To improve our communities through science and technology."
"1523568745-373","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2fb552cc-a76b-4b06-b8fe-e267fce11e588b886d88-3d63-4ac6-86e9-126603092eaf.jpg?preset=small-sq","Knights of Health Occupations Students of America","The mission of HOSA is to enhance the delivery of compassionate, quality health care by providing opportunities for knowledge, skill and leadership development of all health science technology education students, therefore, helping students to meet...."
"1523568745-484","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e20fdb03-bcbf-4b88-9f44-69f97a3b1529f91e6384-0c4f-4854-881c-641a79c4cad2.jpg?preset=small-sq","Phi Beta Lambda Future Business Leaders of America","Competitive business organization for serious business students looking to gain a competitive edge. 
www.fbla-pbl.org"
"1523568745-486","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/12b45177-c48e-4a16-a0d2-ada2af9dba89ce84b04a-b18a-455c-b6a3-2fcc9adfcdfe.png?preset=small-sq","Phi Delta Epsilon International Medical Fraternity","Phi Delta Epsilon is a co-ed medical fraternity for men and women aspiring to be future physicians. We provide leadership and service opportunities, in addition to a variety of social and cultural events for our supportive family of members."
"1523568745-371","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/cbb11d56-25ea-44a9-b498-f7ce4f0a624e0111fe67-0401-4b36-95ac-9cc4aade5b77.jpg?preset=small-sq","Knights Inspiring Consciousness and Knowledge (KICK) on IT Crew","KICK IT Crew will work to foster a safe space in which we can educate, empower, and support the diversity at UCF through discussion, civil engagement and social advocacy."
"1523568745-530","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/36701fd2-f4fd-4315-9a5d-3da782a8582519b5b36e-178e-4b80-be5b-3f873eef9998.jpg?preset=small-sq","Quotes, the PR Club at UCF","Welcome to Quotes, the Public Relations (PR) Club at UCF. Quotes is the local student chapter of the Florida Public Relations Association. The value of PR is essential across all industries and fields, including business, health, law and more."
"1523568745-466","https://knightconnect.campuslabs.com/engage/organizations","","O","."
"1523568745-455","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3078b492-9e33-4cf4-bafb-69ad31127675a65bdca7-84c7-486a-8bdb-36b16096fde1.jpg?preset=small-sq","Office of Student Involvement","The mission of the Office of Student Involvement (OSI) is to provide quality programs, services, and leadership opportunities that enrich students’ academic endeavors and enhance the campus environment."
"1523568745-469","https://knightconnect.campuslabs.com/engage/organizations","","O","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-278","https://knightconnect.campuslabs.com/engage/organizations","","G","To empower volunteers and under-resourced communities to resolve dental related global health disparities by perpetuating year-round health and sustainable development work in the communities in which we serve, including Nicaragua, and Honduras."
"1523568745-294","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/56ffeb21-94e8-452b-b15f-b418c92a17c50c3ab340-85e2-44b0-a0ee-b4830ced7069.png?preset=small-sq","Happiest Club on Earth","The mission of the Happiest Club on Earth is to provide a community for fans of Walt Disney and the cultural contributions made by the company he founded."
"1523568745-438","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/cfcb3483-bfce-4788-966f-5b64db2b2b8e5bc8a776-355a-4945-a530-d333f337170b.jpg?preset=small-sq","National Society of Collegiate Scholars","NSCS at University of Central Florida is an honor society inviting high-achieving freshmen and sophomores. Members must have a GPA of 3.4 or above and rank in the top 20 percent of their class."
"1523568745-487","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4d1c9be8-07df-44ff-9e19-cb7e75d688a9918a409a-d047-4166-b0d3-416cdb325f64.png?preset=small-sq","Phi Delta Phi Legal Honor Society","The purpose of this organization is to promote the advancement of the highest intellectual, professional, and ethical standards within the University of Central Florida community"
"1523568745-311","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3a50b589-8449-4131-8233-7e44e19f90465b43dc91-d763-4bad-80d4-bce06559fd5e.png?preset=small-sq","Ibrahim and Mariam","The mission of Ibrahim and Mariam is to serve the faith needs of UCF Muslim students, and build bridges of understanding within the UCF community, by promoting tolerance, respect and dialogue between faiths, in recognition of our common bonds."
"1523568745-254","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/476de370-4396-45de-8797-c59eafbef63feb1647a0-1f32-4a9e-a254-d04dc854fcb8.jpg?preset=small-sq","Filipino Student Association","The Filipino Student Association (FSA) at the University of Central Florida is a non-profit organization that promotes the Filipino culture throughout the UCF campus and throughout the community of central Florida."
"1523568745-337","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/bb8f2c24-4f3c-42eb-8882-c7da190153f631a57043-381d-4503-9b95-432b3684d569.png?preset=small-sq","Josh &amp; Jad","2018-2019 Student Government Association Josh and Jad Executive Cabinet."
"1523568745-569","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4619d66e-f95f-40d3-b0e4-d730840a31e763620160-696d-40d9-a131-fb1fe59e2549.JPG?preset=small-sq","Sigma Gamma Rho Sorority, Inc.","Founded Novemeber 12,1992 at the Butler University by 7 young educators. This organization prides itself in scholarship, service and sisterhood. Charted at UCF on February 24,1990. We pride our selves of Scholarship, Service and Sisterhood."
